tave,pr,wind_speed,rh,solar_rad
26.9,0.0,0.77,81.59,176.36
27.14,0.0,1.0,80.62,240.7
27.1,0.0,0.81,80.33,212.79
27.57,0.0,1.37,76.02,249.48
26.8,13.33,2.02,80.23,221.39
27.23,3.42,3.16,75.65,215.96
27.15,3.42,1.61,78.38,183.61
27.31,3.42,0.8,79.19,212.87
27.3,3.42,1.56,80.61,211.17
27.27,0.0,0.86,81.0,220.39
27.76,0.0,0.98,75.25,208.25
27.07,0.0,0.89,81.19,174.85
27.37,15.41,0.83,78.58,215.83
26.02,23.12,0.59,86.75,116.26
26.56,0.0,1.18,81.53,143.27
27.1,8.16,1.04,81.29,190.96
26.76,4.08,1.27,80.9,170.26
27.18,0.0,1.16,77.73,181.68
27.46,0.0,0.52,79.73,190.1
26.93,4.08,0.65,81.73,181.05
26.69,0.0,0.72,82.17,153.43
26.6,0.0,0.63,80.84,198.06
27.37,0.0,0.56,79.43,227.21
27.32,10.28,1.38,81.96,230.35
27.32,10.28,1.43,82.59,204.95
27.11,0.0,1.06,82.56,190.87
27.12,0.0,1.37,79.74,165.58
27.5,6.42,2.58,72.52,204.62
26.72,6.42,1.57,80.73,106.43
26.22,12.84,0.46,84.18,132.88
26.24,22.67,0.72,83.69,87.49
26.46,5.67,1.89,81.12,157.11
26.72,0.0,1.22,81.26,169.34
26.98,0.0,0.97,78.84,205.76
27.43,0.0,0.18,76.82,217.28
27.21,3.74,0.22,79.9,119.08
27.5,3.74,0.26,80.21,212.99
26.48,22.44,2.59,84.28,133.94
26.89,0.0,4.04,75.97,223.06
26.93,0.0,4.0,73.43,216.13
27.28,0.0,3.4,70.4,208.75
26.87,0.0,2.58,75.79,74.56
27.03,0.0,0.89,77.27,188.12
27.53,0.0,2.37,76.93,233.17
26.78,8.18,1.77,81.31,150.37
27.28,0.0,1.2,79.48,216.98
27.52,0.0,1.54,77.01,210.19
27.43,0.0,2.03,76.96,207.66
26.51,15.91,4.65,82.62,123.81
26.99,23.87,3.78,75.2,179.09
26.32,24.53,2.13,84.31,38.12
26.93,0.0,2.54,84.15,173.29
27.13,0.0,0.78,83.59,227.51
26.87,0.0,1.79,79.71,214.3
27.16,12.26,2.94,72.05,224.9
26.58,4.1,2.6,76.75,82.06
26.22,12.31,2.55,84.6,132.68
26.74,0.0,2.88,77.76,194.77
26.42,0.0,3.66,76.54,158.56
26.65,0.0,3.2,78.12,203.37
27.09,0.0,3.42,73.13,195.27
26.24,5.36,3.84,79.09,139.89
25.91,5.36,3.74,76.97,133.45
25.67,0.0,4.88,80.73,130.21
26.82,5.36,3.74,77.81,211.61
25.91,16.09,4.41,81.93,93.75
26.28,0.0,4.29,80.8,162.2
26.23,3.68,3.8,81.41,205.87
26.25,3.68,3.6,78.66,210.29
26.57,0.0,4.1,75.81,193.07
26.76,0.0,2.9,76.29,166.51
27.46,1.89,3.76,71.55,229.98
27.65,0.0,2.11,70.51,236.14
27.25,0.0,2.09,72.06,233.14
27.26,0.0,0.86,77.4,225.14
27.21,0.0,0.61,79.77,214.69
27.64,0.0,0.92,78.9,237.67
27.66,0.0,2.62,74.58,237.07
26.75,14.19,4.24,76.8,216.1
25.83,8.28,5.76,73.92,169.23
25.38,0.0,5.48,74.51,109.55
25.03,15.69,4.71,83.39,102.15
25.38,10.46,4.15,81.4,130.26
26.4,0.0,3.71,77.87,189.33
26.69,0.0,1.55,77.09,215.02
26.73,0.0,1.24,77.63,209.4
27.12,0.0,2.3,73.88,244.77
26.58,0.0,2.53,74.18,145.14
26.43,7.3,3.23,76.1,139.2
26.16,4.87,3.21,82.52,114.77
26.11,0.0,1.83,86.1,154.31
26.12,0.0,3.93,85.52,190.86
25.73,10.86,0.67,85.81,165.07
26.36,0.0,1.18,80.22,197.84
26.78,0.0,0.71,81.13,251.36
27.16,0.0,1.23,81.85,234.48
27.19,10.86,2.31,76.8,215.48
26.74,7.32,2.97,72.93,201.85
26.4,9.76,3.17,73.27,183.52
26.16,9.76,3.27,74.22,81.71
24.93,9.76,2.45,85.11,48.67
26.63,0.0,3.38,74.26,248.04
26.86,0.0,3.19,77.75,243.93
26.85,0.0,2.85,75.45,221.23
26.37,0.0,1.69,77.22,180.07
26.25,20.5,2.66,80.78,199.24
26.41,8.2,3.94,79.99,180.23
26.56,0.0,1.02,80.7,225.1
26.34,0.0,0.34,80.13,238.8
26.44,0.0,0.78,78.94,211.33
26.89,0.0,1.2,75.86,256.06
26.51,0.0,2.55,77.77,202.02
27.34,0.0,2.95,68.17,265.34
26.97,4.73,4.0,66.2,202.31
26.57,9.45,3.89,70.77,183.65
25.83,9.45,1.65,82.15,110.21
25.42,14.18,2.12,79.87,67.9
26.07,4.87,3.17,75.11,125.62
26.43,16.7,1.79,69.56,172.0
26.74,14.61,2.89,67.77,191.25
26.41,4.87,4.57,76.39,157.44
25.44,9.74,5.16,81.38,130.11
26.19,4.34,4.13,77.73,201.91
25.76,21.72,3.54,80.91,181.01
26.21,4.34,2.64,79.4,215.02
26.46,2.99,1.64,78.74,219.29
27.05,0.0,2.7,76.99,254.59
26.97,2.99,1.36,78.8,234.07
27.32,0.0,1.34,75.66,275.2
27.04,5.97,2.2,78.24,225.2
26.15,12.47,2.65,82.47,135.99
26.22,7.89,0.68,82.58,185.19
26.04,6.24,0.28,85.82,134.0
26.07,0.0,1.06,84.44,155.64
26.51,0.0,1.12,82.61,201.18
27.1,0.0,1.37,81.16,237.47
27.16,9.1,0.84,81.07,215.57
27.1,0.0,0.86,79.74,210.12
27.1,4.55,0.79,79.5,218.73
27.19,0.0,1.8,79.77,228.39
26.97,3.98,0.52,81.0,210.11
26.5,3.98,1.3,80.77,154.95
27.07,0.0,0.92,77.9,223.29
27.31,3.98,0.86,77.61,254.57
26.75,11.95,1.41,79.15,159.64
26.4,11.63,0.69,80.51,189.86
27.34,5.09,1.52,77.01,252.05
27.69,5.09,1.18,74.86,258.03
27.34,0.0,1.62,75.27,221.51
27.32,0.0,1.4,73.85,215.74
26.38,19.02,1.79,81.43,181.44
25.64,4.75,2.18,85.66,101.21
26.25,0.0,0.67,79.08,150.8
27.11,4.75,0.49,77.56,263.29
27.42,4.75,1.6,76.14,274.8
27.54,0.0,1.85,75.3,267.96
27.22,12.77,2.16,74.25,219.8
26.4,25.53,2.31,80.18,162.73
26.14,6.38,1.1,83.73,128.92
27.09,19.15,1.74,77.77,219.06
26.45,31.92,2.78,81.69,89.6
25.68,25.6,2.46,84.59,40.77
26.59,25.6,0.75,82.85,162.91
27.1,12.8,0.78,77.75,236.27
27.14,0.0,0.73,75.17,173.78
27.15,0.0,0.2,78.72,188.18
27.34,6.09,0.91,78.56,218.1
27.54,6.09,0.41,75.46,226.02
27.87,0.0,0.41,72.33,224.89
27.81,0.0,0.83,75.11,249.9
27.56,0.0,0.84,74.96,282.43
27.28,35.49,1.2,79.87,272.54
26.0,11.83,0.57,85.17,88.93
26.8,11.83,1.42,82.03,218.47
26.66,0.0,1.35,81.34,206.9
26.72,0.0,0.79,81.6,200.04
26.96,9.72,1.77,79.85,235.92
27.13,0.0,1.25,81.29,215.34
26.94,29.16,0.88,80.35,167.48
27.14,0.0,0.57,80.94,228.5
27.17,0.0,0.5,80.43,224.26
26.42,42.0,1.23,83.56,148.86
25.73,21.0,1.78,87.83,101.94
26.06,0.0,1.52,86.8,130.31
26.66,0.0,1.23,83.18,179.99
26.75,10.5,2.54,82.63,181.97
26.68,19.01,2.91,81.25,141.36
26.49,9.5,1.87,82.15,158.3
26.23,9.5,3.61,84.56,125.61
26.4,9.5,0.66,82.56,189.19
26.46,19.01,0.36,81.79,163.03
27.21,0.0,0.95,79.48,249.31
27.2,8.47,1.68,80.31,233.29
26.7,50.84,1.82,85.08,162.31
26.23,8.47,1.8,85.02,80.83
26.75,16.95,1.26,84.54,146.9
26.79,24.02,0.97,84.71,123.44
27.02,0.0,0.77,82.13,159.24
26.87,12.01,1.35,83.98,178.29
26.58,36.04,1.73,87.19,177.0
26.11,0.0,1.79,87.18,88.17
27.17,9.08,1.71,82.42,201.79
27.22,9.08,1.6,82.98,220.04
27.22,0.0,1.12,82.02,244.41
27.16,0.0,0.62,80.61,220.79
27.29,0.0,1.45,80.16,239.4
26.96,12.73,1.02,82.14,206.93
26.43,4.24,1.72,85.32,187.44
27.1,0.0,1.24,80.57,209.43
27.26,0.0,0.66,82.75,199.67
26.62,16.97,0.49,84.45,171.67
25.85,10.05,1.06,84.18,75.06
26.87,5.03,1.34,81.59,200.57
26.94,5.03,0.17,79.48,179.02
26.67,20.11,0.59,83.87,198.68
26.58,15.08,0.94,79.99,199.02
27.36,5.03,2.14,79.8,236.36
27.31,0.0,2.56,83.36,221.25
27.17,0.0,1.7,82.72,224.99
27.0,0.0,0.87,80.51,235.16
26.93,8.38,0.58,79.78,237.19
26.5,16.76,1.49,82.69,164.05
27.2,0.0,1.85,79.06,237.4
27.0,3.15,1.87,80.15,222.09
26.18,0.0,0.64,85.48,157.8
26.88,3.15,1.24,81.71,207.96
27.3,0.0,1.96,78.39,227.5
27.86,0.0,1.41,77.04,260.55
27.71,0.0,0.78,80.07,254.4
27.08,10.97,1.07,80.74,183.02
26.9,0.0,1.52,80.55,208.59
27.54,0.0,1.24,75.35,253.38
26.72,4.23,0.9,78.31,207.15
27.08,2.77,0.68,77.29,199.16
27.25,2.61,1.36,78.05,217.53
27.13,4.85,1.38,78.84,213.15
26.9,3.7,1.79,80.99,214.66
26.25,2.9,1.9,83.59,186.17
26.58,0.0,0.38,81.31,170.38
27.25,0.0,1.76,80.2,238.21
27.71,0.0,0.84,75.52,266.75
27.13,5.8,0.72,76.65,172.78
26.84,7.43,1.1,80.71,163.41
26.58,14.85,2.4,84.66,167.03
26.58,0.0,1.68,83.81,178.44
26.72,7.43,1.93,83.51,204.37
27.04,0.0,2.59,82.08,234.37
27.22,4.8,2.07,79.42,227.04
26.54,9.6,1.12,83.15,205.38
27.27,4.8,0.09,79.87,243.69
27.16,19.2,0.72,78.56,193.68
26.94,4.8,0.74,82.51,210.47
27.5,8.67,0.54,80.1,169.9
27.17,8.67,1.03,83.55,221.83
27.15,13.0,0.21,81.4,132.21
26.79,4.33,0.58,81.41,120.78
27.4,0.0,0.82,78.54,194.06
27.62,15.81,1.45,80.49,207.98
26.82,0.0,1.14,81.99,154.53
26.69,5.27,0.34,80.41,197.05
26.93,5.27,1.27,81.12,203.77
26.84,0.0,1.49,81.48,147.84
26.83,34.06,0.81,82.96,161.25
27.06,14.9,0.64,81.45,139.0
26.66,22.35,0.39,83.07,78.87
27.05,0.0,0.1,81.12,221.2
27.35,0.0,0.84,77.25,235.92
27.65,8.31,1.06,75.9,225.97
27.06,2.08,0.93,79.28,226.71
26.89,2.08,1.1,81.17,232.45
26.84,4.16,0.82,81.31,200.17
26.95,2.08,1.83,82.97,210.93
26.89,8.18,2.79,81.31,185.05
27.11,0.0,1.79,81.17,212.39
27.56,8.18,1.69,77.3,236.49
27.55,0.0,2.39,79.49,257.62
26.9,8.18,2.74,84.02,224.85
26.28,8.18,1.1,84.49,159.51
26.58,0.0,0.75,77.14,171.16
26.69,32.27,0.6,80.15,180.01
27.05,0.0,0.95,77.35,229.58
26.68,0.0,2.28,80.03,190.51
26.13,0.0,1.78,87.16,132.03
27.09,9.35,1.57,77.24,218.99
26.18,0.0,0.63,82.86,205.36
25.71,37.38,1.19,84.35,79.83
26.46,9.35,1.12,78.38,115.85
26.56,9.35,0.54,81.55,109.03
27.16,3.5,0.88,76.63,261.75
27.76,3.5,1.16,77.76,267.29
26.76,13.99,1.62,84.07,212.55
26.26,6.99,2.7,84.92,179.99
26.76,6.99,0.95,81.06,211.43
26.82,6.31,0.83,82.22,170.4
26.78,6.31,1.07,78.06,191.74
26.03,6.31,0.27,84.25,91.25
26.84,7.21,1.75,80.87,247.58
27.09,0.0,2.39,80.04,256.03
26.96,0.0,2.21,80.8,218.46
26.66,8.63,2.41,83.3,181.35
26.04,0.0,2.44,82.75,174.52
26.79,4.32,2.04,82.89,217.1
26.82,4.32,1.04,80.92,232.97
27.27,0.0,1.33,78.15,250.39
27.5,0.0,2.21,78.12,266.63
27.38,0.0,2.07,79.79,253.26
26.97,0.0,0.88,80.46,204.95
27.34,0.0,0.87,78.31,241.22
27.53,0.0,2.29,79.53,260.4
27.34,0.0,1.71,80.64,263.8
27.77,0.0,2.96,79.8,266.02
27.64,0.0,2.59,79.87,221.98
26.64,12.3,2.13,86.11,161.99
27.06,0.0,1.05,80.76,151.37
26.8,7.88,1.52,81.02,161.91
27.13,0.0,0.6,80.39,216.28
27.39,7.4,0.81,78.21,206.67
27.59,0.0,1.95,76.54,282.27
27.94,0.0,1.83,75.29,282.63
28.13,0.0,1.3,71.69,281.08
28.36,0.0,1.55,74.85,276.73
27.93,0.0,1.9,76.85,261.97
27.5,6.12,2.0,79.69,274.03
27.27,6.12,1.29,80.96,233.31
28.34,0.0,0.55,73.59,197.31
28.46,0.0,1.71,77.86,243.59
28.44,0.0,2.73,76.53,255.48
27.97,0.0,2.65,76.19,237.49
28.03,17.09,1.92,77.59,223.4
27.69,4.33,1.59,76.73,243.8
28.15,4.33,0.96,74.37,255.17
27.96,4.33,0.68,77.38,234.69
28.3,8.67,0.02,72.16,215.24
28.52,8.67,0.85,71.66,239.7
28.41,3.76,0.84,74.12,211.62
28.51,5.69,1.22,70.66,201.49
27.13,11.96,0.18,83.12,131.31
27.4,1.24,0.86,80.65,205.8
27.62,6.17,0.64,76.59,247.91
27.12,0.0,0.93,77.06,198.03
27.09,5.78,1.07,78.04,245.27
27.34,0.0,1.24,77.58,203.19
27.31,11.56,0.84,76.19,202.94
27.04,11.56,1.63,81.05,169.08
27.33,0.0,0.54,77.36,217.49
27.81,0.0,1.38,76.24,237.53
28.0,0.0,1.84,78.48,231.24
27.84,0.0,1.39,76.42,215.0
28.17,12.44,0.65,74.19,264.61
27.85,0.0,0.59,76.07,177.22
28.68,2.77,0.59,71.38,262.35
28.95,2.77,0.71,70.1,254.89
28.72,2.77,0.45,69.7,258.7
28.58,2.77,0.61,71.67,237.62
28.29,6.69,0.44,74.93,218.86
27.94,20.08,0.97,76.42,154.38
27.43,20.08,1.39,81.49,152.98
26.9,0.0,1.65,84.48,146.47
26.95,6.69,1.83,84.77,178.87
27.39,0.0,0.55,79.47,216.83
27.56,4.38,1.63,78.59,180.83
27.19,0.0,1.09,78.86,212.43
27.21,13.15,0.65,78.35,200.77
27.09,4.38,1.31,80.5,131.37
27.64,11.78,0.57,76.82,206.67
27.96,23.56,0.64,77.63,208.75
27.03,11.78,3.17,81.5,70.68
27.61,0.0,3.69,79.36,208.32
27.41,0.0,2.74,83.22,255.74
27.71,0.0,1.56,85.03,252.74
27.45,0.0,1.41,81.46,187.88
27.4,7.88,3.03,76.63,183.68
26.73,10.51,3.2,81.06,138.7
26.93,0.0,1.14,80.82,155.45
27.16,5.25,1.1,79.96,201.77
27.2,0.0,0.68,81.18,197.35
27.25,0.0,0.53,79.42,178.03
26.97,11.56,0.8,79.4,197.15
26.76,3.85,0.67,82.46,171.45
26.88,7.71,0.93,81.92,161.74
26.74,31.11,2.64,80.77,155.78
26.82,0.0,1.07,80.04,199.61
27.06,0.0,1.64,80.88,192.42
27.59,0.0,1.02,76.07,241.4
27.66,0.0,0.8,77.07,218.86
26.85,7.75,1.84,79.6,155.83
25.67,11.63,2.33,83.98,33.85
26.05,7.75,2.24,83.5,78.27
26.69,7.75,1.25,82.74,154.83
26.64,3.88,0.86,80.22,108.19
26.75,5.3,0.69,78.7,196.39
27.09,5.3,0.9,79.24,214.91
26.56,5.3,0.86,81.77,144.8
26.39,15.89,0.83,82.15,164.49
26.05,0.0,1.1,86.24,150.4
26.63,0.0,1.51,80.18,222.43
27.06,0.0,2.33,73.46,213.97
27.05,0.0,1.96,75.69,186.23
26.78,3.56,2.74,77.28,200.54
26.18,17.79,3.51,79.62,107.58
26.14,8.01,2.21,81.22,145.66
26.86,4.01,2.2,79.89,215.59
26.95,0.0,1.78,74.65,223.88
26.63,16.03,1.84,78.93,185.26
26.05,4.01,2.8,81.59,150.34
26.6,2.69,0.9,79.28,224.67
26.91,2.69,2.06,76.24,190.25
26.67,8.08,1.18,79.16,186.2
26.44,8.08,0.06,83.33,153.15
27.34,0.0,0.55,79.37,202.23
27.97,0.0,0.38,73.07,237.97
27.7,0.0,0.71,76.94,229.29
27.32,3.16,0.92,79.38,199.14
26.78,3.16,1.83,79.01,151.17
26.78,9.48,1.94,75.65,150.37
26.96,3.13,2.14,74.21,166.26
27.07,0.0,2.46,76.92,210.22
26.28,12.52,3.9,79.46,144.13
25.88,3.58,2.76,81.68,82.28
26.23,3.13,1.07,82.73,126.14
26.68,5.49,0.5,81.76,172.07
27.25,2.74,0.66,80.51,204.66
27.09,0.0,0.7,83.99,188.16
26.93,0.0,0.46,83.54,181.74
26.48,2.74,1.96,81.46,196.89
26.49,21.09,2.95,78.29,175.43
25.94,18.07,2.79,80.14,110.6
26.34,6.02,2.42,79.29,151.35
26.95,0.0,1.4,79.81,207.06
26.39,0.0,1.15,83.68,164.6
26.64,0.0,1.59,79.57,207.87
