no2,co,so2,o3,pm10,pm25
1.75,0.057,0.15,27.21,30.52,21.41
1.62,0.0609,0.15,27.38,26.18,18.38
1.56,0.0649,0.12,27.3,26.12,18.38
1.8,0.0663,0.15,27.86,21.48,15.13
1.95,0.0684,0.19,27.33,30.65,21.68
1.94,0.0754,0.18,27.24,25.25,17.92
2.18,0.0764,0.23,27.67,24.66,17.48
2.05,0.0766,0.22,27.59,26.18,18.47
1.96,0.0737,0.25,27.62,27.37,19.37
2.19,0.0809,0.28,27.92,29.56,20.99
2.3,0.0843,0.23,28.31,30.51,21.6
1.81,0.0752,0.24,28.01,25.33,17.99
1.74,0.0672,0.16,27.93,29.57,20.96
1.66,0.068,0.15,27.6,30.69,21.69
1.59,0.0688,0.11,28.07,24.26,17.22
1.77,0.0826,0.19,29.15,29.77,21.08
1.83,0.0779,0.18,30.71,36.72,25.99
1.87,0.0752,0.15,29.29,28.92,20.53
1.57,0.072,0.11,28.73,23.55,16.65
1.59,0.0698,0.11,29.25,23.58,16.66
1.55,0.0726,0.12,29.5,26.69,18.91
1.45,0.0773,0.11,29.81,24.52,17.34
1.47,0.0793,0.11,29.23,23.08,16.31
1.36,0.0805,0.12,29.39,26.24,18.55
1.36,0.077,0.14,29.15,21.21,15.0
1.62,0.0816,0.19,28.79,26.53,19.04
2.34,0.0882,0.29,29.08,33.91,24.37
2.27,0.0936,0.26,29.21,48.76,35.22
2.08,0.0966,0.31,29.28,39.13,28.27
1.37,0.0872,0.52,28.86,28.74,20.56
1.43,0.0806,0.67,28.26,21.25,15.06
1.71,0.079,0.4,27.83,21.92,15.46
1.85,0.0817,0.3,28.52,31.04,21.88
1.87,0.0905,0.44,29.26,27.08,19.06
1.81,0.0889,0.39,28.64,28.69,20.17
1.86,0.0854,0.49,29.63,39.19,27.49
1.88,0.0862,0.46,30.08,27.41,19.24
1.75,0.0849,0.21,29.53,26.69,18.7
1.87,0.0775,0.15,29.94,26.0,18.32
1.88,0.0827,0.22,29.27,24.2,17.06
1.62,0.0832,0.35,28.44,17.67,12.46
1.22,0.0951,0.39,28.91,17.09,11.9
1.49,0.0873,0.3,30.15,26.14,18.0
1.36,0.0811,0.35,30.41,24.98,17.17
1.48,0.0873,0.48,29.01,22.31,15.55
1.5,0.0857,0.38,28.29,24.26,16.86
1.66,0.082,0.31,28.16,25.93,18.12
1.78,0.0789,0.51,28.18,24.96,17.49
1.69,0.0619,0.3,27.62,23.6,16.46
1.6,0.0705,0.34,27.07,16.42,11.51
1.71,0.0738,0.4,27.46,25.93,17.81
1.81,0.067,0.32,28.88,28.67,19.61
1.61,0.068,0.21,27.51,26.65,18.29
1.7,0.068,0.41,26.05,25.21,17.66
1.78,0.0689,0.35,26.88,26.04,17.5
1.86,0.0664,0.31,29.71,21.84,14.56
1.8,0.0694,0.24,28.63,23.12,15.82
1.7,0.061,0.28,26.0,14.73,10.32
1.65,0.0647,0.47,26.63,17.34,11.99
1.54,0.063,0.37,28.04,21.66,14.51
1.76,0.066,0.43,29.02,23.99,16.23
2.1,0.0668,0.47,28.86,26.0,17.92
2.08,0.0665,0.35,28.16,28.17,19.68
1.79,0.0683,0.32,28.38,36.43,25.07
1.79,0.0644,0.41,29.18,25.94,17.66
1.51,0.0633,0.43,28.34,22.58,15.24
1.56,0.0647,0.38,27.97,18.22,12.44
1.88,0.0614,0.38,27.61,21.5,15.02
1.88,0.0626,0.46,27.66,22.67,15.7
2.01,0.0732,0.39,28.67,22.25,15.39
2.12,0.065,0.43,28.74,25.67,17.57
1.98,0.066,0.45,28.15,22.99,15.82
2.13,0.0713,0.46,28.34,25.1,17.36
1.6,0.0655,0.38,28.19,18.72,12.93
1.51,0.0605,0.35,27.23,17.05,11.77
2.0,0.0652,0.33,26.32,22.12,15.34
1.81,0.0681,0.44,26.46,20.05,14.07
2.03,0.0694,0.39,26.72,20.81,14.64
2.36,0.0714,0.38,27.34,34.03,23.82
2.01,0.0693,0.42,26.95,26.68,18.58
1.44,0.0601,0.31,25.75,21.96,15.3
1.74,0.0587,0.37,25.66,22.18,15.51
1.79,0.065,0.5,25.72,21.92,15.35
1.98,0.0665,0.38,26.86,20.36,14.16
1.98,0.0629,0.38,27.58,22.2,15.38
1.8,0.0652,0.47,28.23,20.76,14.38
1.71,0.0657,0.36,28.97,21.14,14.5
1.74,0.0653,0.37,29.12,19.97,13.31
1.91,0.0667,0.32,29.85,27.44,18.13
1.84,0.0662,0.37,29.96,25.0,16.58
2.01,0.068,0.46,29.27,25.85,17.35
1.85,0.0702,0.59,27.92,23.91,16.33
2.03,0.0685,0.52,28.15,20.87,14.53
1.8,0.0648,0.46,27.98,26.9,18.55
2.16,0.0717,0.46,28.73,20.67,14.47
2.08,0.0742,0.41,30.24,20.07,13.79
1.96,0.0756,0.4,29.33,20.69,14.26
1.77,0.0711,0.42,29.79,25.06,17.16
1.41,0.0693,0.44,29.91,15.6,10.67
1.41,0.0684,0.41,31.64,15.91,10.79
2.11,0.0722,0.39,32.51,19.26,13.49
2.03,0.0707,0.44,31.47,17.15,12.12
2.34,0.0696,0.41,30.38,28.75,20.18
2.07,0.0691,0.31,29.12,20.72,14.41
1.83,0.0667,0.41,28.25,26.66,18.21
1.89,0.0652,0.45,28.68,23.82,16.13
1.66,0.0676,0.48,28.54,16.12,10.89
1.56,0.0699,0.43,31.7,20.6,13.76
1.86,0.075,0.46,33.93,21.14,14.51
1.94,0.0705,0.47,34.11,17.81,12.39
2.07,0.068,0.37,33.61,20.44,14.21
1.92,0.0646,0.36,32.65,21.01,14.36
1.97,0.0667,0.39,32.09,30.57,20.76
1.92,0.0675,0.35,30.8,28.8,19.57
1.26,0.0656,0.27,31.45,16.46,10.99
1.31,0.0774,0.26,32.51,22.87,15.22
1.39,0.072,0.24,33.27,23.66,15.1
1.66,0.0645,0.18,33.9,20.78,13.81
1.54,0.0721,0.13,31.37,17.92,12.32
1.89,0.0771,0.16,33.55,23.1,15.96
1.85,0.0797,0.32,32.36,26.53,18.63
1.61,0.0933,0.35,32.5,19.96,13.69
1.66,0.0963,0.19,34.94,25.18,17.24
1.31,0.0877,0.22,34.02,19.23,13.06
1.47,0.0815,0.29,33.17,19.12,12.99
1.8,0.0913,0.26,35.49,30.37,20.32
1.87,0.084,0.3,34.95,23.47,16.21
1.89,0.0836,0.33,34.15,28.04,19.36
1.61,0.081,0.35,34.75,18.64,12.56
1.46,0.0849,0.23,36.66,25.35,16.39
1.45,0.0814,0.33,36.25,28.95,19.66
2.4,0.0849,0.39,35.03,37.53,26.27
2.71,0.0818,0.32,34.3,36.11,24.99
2.07,0.076,0.33,34.47,23.96,16.75
2.13,0.0753,0.32,34.93,31.99,21.5
1.73,0.0821,0.26,33.99,25.67,17.12
1.8,0.0875,0.25,32.78,32.22,22.04
2.72,0.084,0.22,31.23,25.63,18.04
2.34,0.0796,0.3,29.06,25.47,17.95
2.4,0.0754,0.52,28.29,28.07,19.78
2.55,0.069,0.45,28.06,24.89,17.58
1.94,0.0658,0.35,29.24,20.22,13.99
1.89,0.066,0.38,31.15,22.89,15.41
1.69,0.0675,0.29,31.95,22.44,15.12
1.43,0.0653,0.31,31.52,15.49,10.61
1.58,0.0823,0.4,30.99,21.7,14.64
1.53,0.0903,0.41,32.63,23.73,16.15
1.36,0.0837,0.4,33.14,16.42,11.37
1.66,0.0796,0.35,34.03,23.35,16.29
1.74,0.0732,0.43,34.63,23.71,16.52
1.39,0.0965,0.33,36.29,21.62,15.04
1.5,0.0931,0.3,35.15,25.28,17.48
1.47,0.0979,0.29,34.3,26.52,18.13
1.63,0.1008,0.3,35.63,24.79,16.7
1.93,0.0918,0.3,37.09,27.47,18.76
2.16,0.0821,0.41,35.04,32.47,22.56
2.03,0.0786,0.35,34.39,33.33,23.21
2.36,0.0796,0.3,33.23,32.68,22.74
2.27,0.0821,0.31,32.07,29.99,20.52
1.82,0.0859,0.32,35.39,30.35,19.47
1.71,0.0935,0.32,36.9,21.48,14.47
2.7,0.088,0.33,36.88,32.22,21.95
2.25,0.0862,0.37,36.58,23.13,15.53
1.78,0.0798,0.35,35.88,25.52,16.88
2.16,0.0788,0.32,36.03,29.27,20.13
2.29,0.078,0.31,33.64,29.95,21.09
2.63,0.0756,0.29,34.9,39.49,27.92
2.13,0.0759,0.36,35.0,52.0,36.91
2.05,0.0797,0.36,34.83,39.68,27.75
1.99,0.094,0.36,33.85,35.59,25.01
2.27,0.0962,0.34,32.03,32.27,22.74
2.17,0.1073,0.33,32.0,37.18,25.83
2.03,0.1191,0.31,35.07,29.64,20.44
2.33,0.1073,0.33,35.69,33.54,23.32
1.82,0.0944,0.28,34.28,27.62,19.03
1.48,0.0857,0.3,34.01,22.64,15.05
1.43,0.0736,0.24,33.43,18.48,12.31
1.48,0.0718,0.28,32.74,15.84,10.84
1.2,0.0735,0.47,32.02,13.43,9.06
1.45,0.0789,0.34,34.07,16.4,11.1
1.44,0.0755,0.28,34.53,26.59,17.59
1.43,0.0802,0.29,39.54,20.92,13.97
1.6,0.0819,0.3,36.67,20.51,13.49
1.51,0.0786,0.27,34.21,22.45,14.82
1.6,0.0725,0.31,35.32,22.35,15.09
1.81,0.0783,0.24,36.26,19.23,13.37
1.93,0.0737,0.2,34.86,20.01,13.92
1.41,0.0694,0.23,31.08,18.73,13.01
1.44,0.0653,0.34,29.3,15.44,10.75
1.8,0.0694,0.36,29.31,18.68,12.84
1.68,0.0724,0.44,31.84,19.99,13.5
1.82,0.0687,0.35,31.77,18.23,12.25
1.47,0.0703,0.36,31.72,17.7,11.8
1.75,0.0691,0.37,31.68,21.08,14.21
1.32,0.0774,0.41,32.02,20.68,13.84
1.81,0.0808,0.36,32.24,20.11,13.82
2.41,0.0768,0.41,31.45,30.57,21.26
2.06,0.0756,0.43,30.84,28.97,20.25
2.53,0.0705,0.35,30.74,43.61,30.98
2.0,0.0994,0.46,30.24,57.26,40.73
2.31,0.07,0.35,31.05,36.39,25.37
1.99,0.0711,0.31,30.6,44.3,30.47
1.9,0.0737,0.35,31.01,29.21,19.92
2.01,0.0777,0.33,31.53,36.47,25.02
2.0,0.0849,0.4,32.54,31.9,21.84
2.2,0.0766,0.35,34.02,37.68,25.91
1.77,0.0774,0.43,32.77,31.77,21.93
1.48,0.0818,0.48,31.7,24.93,17.25
2.04,0.0807,0.38,32.3,17.54,12.33
1.84,0.0799,0.26,31.18,14.65,10.32
1.68,0.0818,0.24,30.52,15.66,11.03
1.6,0.0781,0.26,29.87,16.14,11.35
1.68,0.0789,0.53,30.15,18.44,12.99
1.36,0.0791,0.56,29.6,18.21,12.77
1.61,0.074,0.38,29.4,17.12,12.07
1.02,0.0793,0.31,28.5,21.17,14.71
1.7,0.0809,0.34,27.54,20.45,14.32
1.72,0.08,0.29,30.28,23.42,16.21
1.27,0.0752,0.19,30.91,15.83,11.09
1.81,0.0731,0.36,30.78,23.43,16.42
1.71,0.0714,0.36,28.97,16.09,11.4
2.24,0.0731,0.44,28.58,29.79,21.08
1.86,0.0765,0.52,30.15,30.69,21.77
2.24,0.0735,0.43,29.21,27.59,19.28
1.72,0.0724,0.32,28.57,30.97,21.68
1.92,0.0714,0.34,28.99,32.32,22.69
1.86,0.0683,0.28,29.2,28.43,20.01
2.01,0.0681,0.36,28.91,21.7,15.31
1.97,0.0707,0.38,30.0,25.77,18.13
1.61,0.0792,0.39,31.21,21.76,15.3
1.51,0.08,0.38,32.45,21.07,14.57
1.68,0.0645,0.21,30.66,21.84,15.23
1.8,0.0642,0.29,29.0,20.95,14.71
1.58,0.0648,0.33,28.11,24.03,16.76
1.5,0.0636,0.32,26.88,21.78,14.95
1.37,0.0685,0.53,27.87,17.17,11.8
1.43,0.0679,0.52,29.37,24.38,16.82
1.62,0.0611,0.33,29.59,20.11,13.97
1.46,0.0608,0.27,28.9,16.7,11.55
1.69,0.0551,0.27,28.85,23.06,16.05
1.48,0.0545,0.22,28.19,27.24,18.88
1.77,0.0561,0.21,27.66,25.85,17.97
1.52,0.0566,0.19,27.84,21.63,15.08
1.63,0.0602,0.3,28.54,23.65,16.54
1.65,0.064,0.39,28.56,20.65,14.38
1.75,0.0606,0.27,27.71,21.28,14.89
1.53,0.0598,0.33,27.15,19.52,13.69
1.73,0.0599,0.23,27.63,23.25,16.2
1.75,0.0613,0.33,28.3,22.75,15.82
1.59,0.0638,0.26,27.8,23.57,16.36
1.7,0.0633,0.34,27.53,24.83,17.31
1.8,0.0656,0.48,27.53,22.61,15.6
1.49,0.0624,0.31,28.2,19.54,13.59
1.22,0.0611,0.29,28.1,20.25,14.05
1.18,0.0609,0.23,27.41,21.48,14.97
0.95,0.0596,0.24,27.08,12.53,8.78
1.48,0.0576,0.22,25.72,15.27,10.71
1.47,0.0569,0.26,25.77,14.12,9.9
1.28,0.0555,0.2,25.83,18.67,13.06
1.15,0.0549,0.18,26.12,10.85,7.65
1.52,0.0549,0.23,25.99,31.76,22.35
1.23,0.0551,0.19,25.89,24.1,16.92
1.34,0.0567,0.23,25.34,21.29,14.96
1.28,0.0582,0.22,26.27,20.38,14.32
1.48,0.0597,0.2,26.16,16.41,11.55
1.33,0.054,0.18,25.17,22.97,16.01
1.34,0.053,0.2,25.16,24.41,16.93
1.09,0.0546,0.29,25.89,26.98,18.74
1.37,0.0572,0.33,26.53,29.85,20.8
1.28,0.0597,0.27,26.66,20.82,14.54
1.28,0.0586,0.25,26.72,19.24,13.43
1.21,0.0556,0.22,26.66,22.21,15.41
1.09,0.0553,0.24,26.0,17.95,12.45
1.07,0.0584,0.2,25.96,22.33,15.59
1.37,0.0617,0.22,26.37,20.01,14.18
1.69,0.0614,0.23,26.64,23.02,16.38
1.35,0.0624,0.24,27.51,25.06,17.98
1.75,0.0645,0.23,28.28,30.39,21.87
2.1,0.0676,0.3,29.03,31.78,23.19
1.78,0.0665,0.32,29.2,16.72,12.12
1.26,0.0666,0.28,28.44,22.12,16.05
1.38,0.0623,0.26,28.24,31.81,23.48
1.66,0.0653,0.23,27.7,26.55,19.1
1.75,0.0658,0.25,27.22,26.51,19.09
1.48,0.0658,0.35,27.03,32.51,23.84
1.4,0.0647,0.25,27.02,34.79,25.57
1.65,0.0646,0.21,27.34,32.46,24.01
1.75,0.0661,0.16,27.05,24.99,18.28
1.71,0.0648,0.15,26.96,25.45,18.18
1.57,0.0654,0.18,27.35,26.93,19.26
1.62,0.0649,0.23,26.74,25.69,18.29
1.75,0.0604,0.32,26.27,22.64,15.93
1.8,0.0681,0.28,26.32,24.5,16.86
1.7,0.0611,0.36,26.09,25.65,17.43
1.47,0.0598,0.37,26.37,25.13,17.26
1.59,0.0619,0.32,26.81,18.39,12.82
1.45,0.0625,0.21,26.39,21.3,14.83
1.23,0.0616,0.2,26.52,17.16,11.98
1.69,0.0557,0.22,26.86,14.92,10.5
1.84,0.0585,0.23,26.29,23.79,16.73
1.76,0.0641,0.22,26.14,28.22,19.85
1.39,0.0652,0.15,26.72,23.65,16.65
1.67,0.0649,0.2,27.32,27.32,19.49
1.99,0.0661,0.26,27.33,21.96,15.73
1.81,0.0675,0.27,27.72,23.96,17.09
1.91,0.0664,0.2,27.74,42.41,30.25
1.48,0.0654,0.13,27.12,35.08,24.92
1.36,0.0661,0.16,26.25,36.7,26.17
1.65,0.0579,0.28,25.86,27.43,19.28
1.86,0.0663,0.29,25.58,23.51,16.61
1.89,0.072,0.31,25.94,26.81,19.15
1.55,0.0776,0.39,26.1,24.14,17.31
1.5,0.068,0.18,26.21,22.55,16.14
1.48,0.0657,0.16,26.38,36.51,26.63
1.45,0.068,0.21,26.35,30.21,22.01
1.6,0.0688,0.21,26.06,30.47,21.72
1.72,0.063,0.21,26.27,33.72,23.94
1.71,0.0619,0.22,26.48,27.62,19.61
1.72,0.0611,0.47,26.71,19.33,13.71
2.0,0.0619,0.44,26.59,31.23,21.99
2.13,0.0657,0.27,26.47,29.9,21.05
1.68,0.0657,0.23,26.4,23.16,16.26
1.71,0.0601,0.54,26.81,35.85,24.91
1.46,0.0588,0.32,27.27,30.31,21.0
1.6,0.0559,0.19,27.3,30.97,21.49
1.84,0.0558,0.19,27.05,26.99,18.86
2.01,0.0569,0.22,26.66,21.39,15.05
2.06,0.0574,0.22,26.66,24.14,17.01
1.7,0.0612,0.25,26.49,24.25,17.13
1.53,0.0569,0.19,26.34,24.54,17.23
1.46,0.0551,0.2,26.4,19.62,13.77
1.35,0.0548,0.23,26.29,19.07,13.35
1.16,0.0564,0.2,26.03,21.44,14.85
1.43,0.0563,0.16,25.96,21.17,14.54
1.58,0.0578,0.18,26.1,18.37,12.73
1.61,0.0576,0.22,26.31,34.01,24.05
1.71,0.0578,0.25,26.41,24.33,17.33
1.73,0.0586,0.32,26.8,31.58,22.36
1.63,0.0613,0.2,26.59,22.1,15.6
1.79,0.0633,0.2,26.47,26.28,18.55
1.99,0.0711,0.22,26.59,26.4,18.63
1.62,0.0695,0.2,27.36,22.85,16.04
1.32,0.0587,0.18,27.73,17.7,12.41
1.18,0.0615,0.19,27.69,17.63,12.31
1.46,0.0607,0.3,27.26,19.95,14.02
1.4,0.0594,0.29,27.07,20.32,14.28
1.44,0.0577,0.2,27.07,16.54,11.62
1.61,0.0651,0.24,26.93,21.03,14.82
1.36,0.065,0.29,26.83,21.43,15.07
1.69,0.0703,0.2,26.79,23.45,16.49
1.62,0.0694,0.17,26.6,19.62,13.82
1.76,0.0701,0.16,26.37,29.67,20.88
1.74,0.0714,0.15,26.23,27.45,19.47
1.56,0.0725,0.2,25.96,25.56,18.04
1.88,0.0717,0.22,26.12,24.08,16.97
2.14,0.0647,0.21,26.5,29.16,20.66
1.46,0.071,0.22,26.46,26.26,18.53
1.93,0.0761,0.16,26.64,25.87,18.28
1.67,0.0811,0.27,26.99,21.52,15.19
1.79,0.0758,0.26,26.81,31.56,22.3
1.5,0.0671,0.18,27.04,25.12,17.73
1.64,0.0683,0.13,26.79,23.72,16.72
1.85,0.0717,0.3,27.02,32.0,22.66
1.87,0.0725,0.39,27.72,40.3,28.78
1.72,0.0736,0.41,27.79,28.63,20.43
1.9,0.0716,0.36,27.75,15.22,10.8
1.75,0.0693,0.32,27.66,23.15,16.27
1.98,0.0697,0.23,26.89,31.69,22.3
2.02,0.0678,0.27,26.26,37.59,26.55
2.02,0.064,0.26,26.71,36.19,25.65
1.74,0.0685,0.24,26.06,34.67,24.51
1.55,0.0722,0.58,25.75,16.69,11.8
1.4,0.0672,0.25,25.8,16.03,11.33
1.51,0.0654,0.22,25.5,23.8,16.79
1.55,0.0761,0.2,25.56,32.02,22.51
1.45,0.0855,0.19,25.62,14.56,10.27
1.71,0.0792,0.18,25.89,21.83,15.41
1.74,0.0662,0.21,26.2,27.46,19.42
1.68,0.0716,0.19,26.0,29.63,20.9
1.87,0.0702,0.21,26.05,27.18,19.14
1.81,0.0736,0.14,26.15,29.99,21.1
1.72,0.0796,0.17,26.15,24.31,17.13
1.82,0.0824,0.18,26.14,33.13,23.41
1.73,0.1061,0.17,27.02,29.53,20.96
1.65,0.1123,0.18,26.61,46.35,32.86
1.26,0.0944,0.15,26.52,21.92,15.37
1.44,0.0937,0.17,26.36,30.22,21.32
1.76,0.0898,0.17,26.76,48.01,34.1
1.73,0.0909,0.25,26.87,48.88,34.71
1.91,0.0849,0.38,27.03,52.64,37.54
2.26,0.0866,0.41,26.61,58.9,42.07
1.97,0.0919,0.41,26.67,44.24,31.52
1.88,0.0858,0.58,26.24,33.98,24.13
1.8,0.0749,0.64,25.36,22.01,15.53
1.73,0.0677,0.26,25.42,26.59,18.76
1.47,0.0742,0.25,25.12,26.41,18.64
1.89,0.0762,0.28,24.76,28.84,20.38
1.42,0.0746,0.36,24.99,33.07,23.38
1.61,0.075,0.31,24.92,27.35,19.38
1.41,0.0708,0.3,24.93,28.68,20.31
1.7,0.0765,0.34,25.02,30.94,21.92
1.55,0.08,0.36,25.15,21.22,15.03
1.3,0.0697,0.27,25.33,23.16,16.37
1.37,0.0668,0.24,25.78,17.01,12.01
1.44,0.0682,0.3,25.56,17.92,12.62
1.4,0.0674,0.34,25.44,20.87,14.69
1.79,0.0639,0.47,26.06,27.45,19.33
1.76,0.0641,0.48,25.72,27.01,18.94
1.69,0.0656,0.5,25.68,20.67,14.46
1.83,0.0656,0.4,26.36,38.88,26.76
1.73,0.0691,0.24,25.77,20.72,14.44
1.65,0.0673,0.28,26.35,20.6,14.39
1.66,0.0635,0.17,25.77,21.97,15.3
1.35,0.0657,0.21,25.82,16.73,11.71
1.33,0.0723,0.43,26.6,25.09,17.54
1.31,0.0821,0.44,30.54,23.76,16.46
1.23,0.0951,0.4,34.52,16.85,11.68
1.71,0.0879,0.68,35.09,25.03,17.48
1.95,0.0887,0.57,34.04,32.91,23.02
1.5,0.0832,0.42,32.05,21.56,15.13
1.99,0.073,0.38,30.39,31.92,22.35
2.06,0.0773,0.5,28.61,29.02,20.38
2.23,0.0723,0.52,27.2,41.13,28.45
1.8,0.0681,0.65,26.54,24.98,17.34
1.6,0.0627,0.5,25.81,16.11,11.34
1.58,0.0617,0.5,25.26,19.15,13.46
1.75,0.0598,0.27,24.53,15.94,11.27
1.62,0.0625,0.43,24.11,18.49,13.08
1.78,0.0606,0.41,23.63,18.89,13.35
1.71,0.0577,0.33,23.32,28.89,20.21
1.72,0.0605,0.5,23.56,19.23,13.57
1.71,0.0634,0.55,23.99,14.36,10.14
2.02,0.0641,0.39,23.93,21.41,15.03
1.97,0.063,0.46,25.69,24.59,17.16
1.94,0.066,0.37,26.93,24.27,16.91
1.62,0.0658,0.32,25.97,14.86,10.41
1.37,0.0592,0.24,23.98,18.5,12.95
1.71,0.0672,0.41,24.71,21.1,14.34
1.78,0.0691,0.37,27.05,17.94,12.27
1.73,0.0697,0.32,27.12,17.84,12.44
1.93,0.0691,0.59,27.8,23.58,16.18
1.98,0.0671,0.37,27.54,20.15,13.88
2.19,0.0681,0.48,29.79,28.1,19.29
2.3,0.0737,0.5,29.92,30.91,21.34
2.4,0.0861,0.44,28.16,29.98,20.79
2.15,0.0901,0.37,27.67,29.72,20.53
2.13,0.0939,0.27,28.79,24.76,17.2
2.36,0.0911,0.27,29.77,38.11,26.59
2.25,0.0867,0.3,27.95,28.74,20.1
1.71,0.0696,0.34,27.91,18.09,12.67
2.26,0.0707,0.38,26.67,25.52,17.85
2.31,0.0721,0.37,28.41,22.09,15.46
2.31,0.0703,0.35,28.42,31.94,22.14
1.69,0.0668,0.34,28.12,25.34,17.6
1.45,0.0643,0.39,27.85,14.82,10.32
1.49,0.0661,0.37,25.19,15.92,11.02
1.4,0.0679,0.38,25.85,13.69,9.34
1.59,0.0654,0.35,25.9,17.99,12.11
1.36,0.0676,0.35,26.07,13.44,9.21
1.63,0.0704,0.48,25.46,16.56,11.46
1.88,0.0702,0.4,26.09,19.47,13.48
1.62,0.069,0.38,28.56,15.96,11.12
1.23,0.0668,0.35,27.52,13.22,9.07
1.34,0.0709,0.38,28.37,15.13,10.11
1.44,0.0736,0.34,29.15,20.79,13.92
1.3,0.0717,0.34,33.47,16.06,10.72
1.62,0.0674,0.24,32.77,18.54,12.44
2.24,0.0683,0.19,32.69,25.09,17.3
1.62,0.0743,0.16,31.4,16.9,11.75
1.81,0.0806,0.23,35.99,20.66,14.42
2.49,0.079,0.42,32.69,21.15,14.88
1.53,0.0729,0.38,29.6,17.77,12.28
1.98,0.0715,0.31,28.19,26.19,17.93
1.55,0.0758,0.31,32.99,18.57,12.66
1.63,0.0901,0.33,37.13,19.08,13.05
1.45,0.0771,0.41,37.55,19.07,13.0
1.31,0.0785,0.31,36.62,15.41,10.49
1.39,0.0819,0.3,36.5,25.44,16.97
1.45,0.0841,0.31,33.81,20.18,13.76
1.19,0.0877,0.3,34.57,21.44,14.27
1.15,0.1034,0.25,37.24,21.32,13.87
1.64,0.0951,0.36,37.95,27.8,18.57
1.67,0.0906,0.32,36.86,24.15,16.24
1.42,0.0793,0.38,36.05,19.57,13.11
1.83,0.0836,0.36,36.28,24.04,16.01
1.79,0.0925,0.31,34.9,32.07,21.81
2.28,0.0946,0.31,34.47,31.61,22.03
2.67,0.0975,0.35,32.57,37.02,25.91
1.91,0.0864,0.34,32.29,28.49,19.93
1.76,0.0822,0.27,31.04,22.92,15.98
1.87,0.0741,0.4,29.81,22.83,15.98
1.67,0.0716,0.47,28.02,19.71,13.84
1.25,0.0695,0.47,27.29,12.47,8.79
2.0,0.0785,0.43,27.79,21.67,15.27
1.4,0.0924,0.3,33.97,25.5,17.56
1.26,0.0669,0.34,36.34,12.47,8.61
1.65,0.0806,0.33,38.21,19.21,13.12
1.81,0.078,0.36,35.56,23.27,15.93
1.98,0.073,0.36,33.94,21.62,15.05
1.82,0.0731,0.33,33.93,22.81,15.99
1.6,0.0777,0.33,35.29,22.53,15.1
1.34,0.0748,0.27,35.24,20.91,14.02
1.66,0.0757,0.3,34.92,20.22,13.67
1.61,0.0988,0.3,36.54,19.21,12.88
1.17,0.0974,0.27,37.9,26.59,17.01
1.58,0.0842,0.3,38.08,21.78,14.53
2.09,0.0814,0.32,36.02,28.03,19.11
2.26,0.0828,0.34,35.51,27.6,19.01
2.01,0.0874,0.33,34.41,17.41,12.17
1.99,0.0802,0.33,32.57,27.01,18.37
2.02,0.0795,0.37,32.2,29.72,20.49
1.83,0.0864,0.36,31.43,21.08,14.69
1.62,0.0893,0.33,31.35,18.25,12.83
1.51,0.0853,0.31,31.65,18.13,12.7
1.42,0.0801,0.23,30.48,19.17,13.35
1.53,0.0808,0.29,30.54,18.59,12.86
1.3,0.0865,0.34,32.33,19.83,12.98
1.57,0.0885,0.31,36.21,25.06,16.81
1.78,0.0841,0.32,38.58,28.46,19.95
1.87,0.0826,0.29,37.75,31.12,21.54
1.56,0.0825,0.32,36.89,25.64,17.36
1.82,0.0882,0.3,36.7,29.08,19.77
1.5,0.0986,0.32,38.68,34.61,24.31
2.0,0.0949,0.31,38.58,32.87,23.44
2.77,0.0943,0.36,37.75,47.12,33.43
2.75,0.0859,0.37,36.77,38.76,26.88
1.79,0.0849,0.38,35.88,20.32,13.72
1.36,0.08,0.31,35.92,19.18,12.87
1.49,0.0785,0.28,35.98,15.68,10.71
1.4,0.0804,0.31,36.25,21.63,14.28
1.39,0.0811,0.29,36.48,18.14,12.09
1.82,0.0806,0.3,35.45,18.55,12.6
1.86,0.0817,0.37,34.47,24.86,16.71
1.89,0.0797,0.35,33.85,20.74,13.96
1.88,0.0775,0.32,34.09,24.33,16.38
1.84,0.0805,0.3,34.0,21.98,14.8
1.66,0.0766,0.28,33.02,22.1,14.9
1.77,0.0797,0.31,33.18,25.89,17.52
1.43,0.0779,0.31,33.83,19.64,13.07
1.43,0.0781,0.3,33.43,29.43,20.09
1.55,0.0958,0.29,32.9,21.61,15.11
2.02,0.1151,0.35,32.48,29.03,20.28
1.35,0.1062,0.35,37.47,31.92,22.2
1.26,0.1019,0.32,37.15,25.78,18.24
1.27,0.0999,0.31,36.73,28.79,19.81
1.28,0.111,0.31,37.02,29.87,20.48
1.8,0.0988,0.31,37.14,32.48,23.0
1.95,0.0969,0.37,37.21,25.46,18.33
1.72,0.0884,0.28,37.07,26.73,19.26
1.52,0.0834,0.24,35.28,30.15,21.95
1.24,0.0809,0.27,31.98,35.32,25.76
1.32,0.0789,0.49,30.19,20.46,14.8
1.7,0.0753,0.38,29.49,22.75,16.18
1.9,0.0718,0.31,29.41,25.3,17.76
1.2,0.0709,0.3,30.16,16.54,11.14
1.12,0.075,0.3,33.98,20.24,13.43
0.96,0.0939,0.31,34.57,19.02,12.45
1.04,0.0895,0.3,36.86,24.63,16.54
1.25,0.0898,0.31,39.83,18.91,12.76
1.12,0.0838,0.29,38.82,14.15,9.43
1.29,0.0699,0.32,36.1,12.05,8.22
